ID_Envio;ID_Transportista;Fecha_Salida;Tipo_Vehiculo;Tipo_Carga;Region_Origen;Region_Destino;Distancia_Km;Costo_Combustible;Costo_Mantenimiento;Tarifa_Cliente;Estado_Final;Fecha_Llegada_Estimada;Fecha_Llegada_Real
ENV01811;ID_T015;2024-04-16;Furgoneta;Mobiliario;Canarias;Centro;148;60;10;539;Entregado;2024-04-16 07:06:14.400;2024-04-16 01:01:48.708957
ENV01812;ID_T002;2024-08-07;Furgoneta;Materiales_Construccion;Norte;Sur;50;327;72;330;Entregado;2024-08-07 02:24:00.000;2024-08-06 18:47:50.572514
ENV01813;ID_T010;2024-05-24;Camioneta;Materiales_Construccion;Levante;Canarias;227;191;55;565;Retrasado;2024-05-24 10:53:45.600;2024-05-25 10:53:45.600000
ENV01814;ID_T010;2024-02-18;Camioneta;Materiales_Construccion;Norte;Sur;776;135;65;438;Retrasado;2024-02-19 13:14:52.800;2024-02-24 13:14:52.800000
ENV01815;ID_T003;2024-05-13;Camioneta;Paqueteria;Norte;Canarias;448;323;27;598;Entregado;2024-05-13 21:30:14.400;2024-05-13 15:09:44.835806
ENV01816;ID_T005;2024-02-01;Camioneta;Paqueteria;Andalucía;Norte;1099;20;64;433;Cancelado;2024-02-03 04:45:07.200;2024-02-03 04:45:07.200000
ENV01817;ID_T004;2024-08-07;Furgoneta;Frío;Centro;Centro;799;104;15;281;Cancelado;2024-08-08 14:21:07.200;2024-08-08 14:21:07.200000
ENV01818;ID_T007;2024-12-28;Furgoneta;Materiales_Construccion;Sur;Levante;690;22;58;242;Cancelado;2024-12-29 09:07:12.000;2024-12-29 09:07:12.000000
ENV01819;ID_T003;2024-06-03;Camioneta;Frío;Norte;Norte;50;119;117;418;Entregado;2024-06-03 02:24:00.000;2024-06-03 09:40:29.996322
ENV01820;ID_T013;2024-12-12;Camioneta;Frío;Andalucía;Levante;339;20;75;506;Cancelado;2024-12-12 16:16:19.200;2024-12-12 16:16:19.200000
ENV01821;ID_T010;2024-05-02;Camioneta;Paqueteria;Norte;Norte;838;43;10;415;Cancelado;2024-05-03 16:13:26.400;2024-05-03 16:13:26.400000
ENV01822;ID_T008;2024-08-26;Camioneta;Mobiliario;Levante;Centro;400;183;60;361;Cancelado;2024-08-26 19:12:00.000;2024-08-26 19:12:00.000000
ENV01823;ID_T005;2024-07-17;Camioneta;Mobiliario;Norte;Sur;491;220;66;405;Cancelado;2024-07-17 23:34:04.800;2024-07-17 23:34:04.800000
ENV01824;ID_T004;2024-07-13;Camioneta;Paqueteria;Sur;Sur;774;191;116;321;Retrasado;2024-07-14 13:09:07.200;2024-07-19 13:09:07.200000
ENV01825;ID_T006;2024-01-18;Furgoneta;Mobiliario;Canarias;Norte;643;95;28;376;Entregado;2024-01-19 06:51:50.400;2024-01-19 08:41:07.672034
ENV01826;ID_T001;2024-04-11;Camioneta;Paqueteria;Sur;Canarias;671;28;67;334;Entregado;2024-04-12 08:12:28.800;2024-04-12 20:03:40.495410
ENV01827;ID_T005;2024-07-04;Furgoneta;Paqueteria;Canarias;Canarias;393;66;32;382;Cancelado;2024-07-04 18:51:50.400;2024-07-04 18:51:50.400000
ENV01828;ID_T005;2024-08-14;Camioneta;Frío;Centro;Sur;391;107;57;258;Cancelado;2024-08-14 18:46:04.800;2024-08-14 18:46:04.800000
ENV01829;ID_T008;2024-01-18;Furgoneta;Paqueteria;Levante;Canarias;1311;157;11;428;Retrasado;2024-01-20 14:55:40.800;2024-01-21 14:55:40.800000
ENV01830;ID_T014;2024-06-30;Furgoneta;Materiales_Construccion;Levante;Canarias;1021;129;47;225;Entregado;2024-07-02 01:00:28.800;2024-07-01 14:52:31.959750
ENV01831;ID_T015;2024-08-20;Camioneta;Materiales_Construccion;Andalucía;Canarias;530;233;54;487;Entregado;2024-08-21 01:26:24.000;2024-08-21 02:18:12.099503
ENV01832;ID_T006;2024-01-30;Camioneta;Materiales_Construccion;Andalucía;Sur;921;100;50;372;Retrasado;2024-01-31 20:12:28.800;2024-02-01 20:12:28.800000
ENV01833;ID_T003;2024-12-16;Camioneta;Mobiliario;Sur;Centro;853;110;79;434;Entregado;2024-12-17 16:56:38.400;2024-12-17 11:54:18.728275
ENV01834;ID_T011;2024-12-14;Furgoneta;Frío;Sur;Andalucía;1003;181;63;257;Retrasado;2024-12-16 00:08:38.400;2024-12-21 00:08:38.400000
ENV01835;ID_T003;2024-01-02;Camioneta;Frío;Levante;Andalucía;529;160;98;371;Retrasado;2024-01-03 01:23:31.200;2024-01-07 01:23:31.200000
ENV01836;ID_T015;2024-03-02;Furgoneta;Materiales_Construccion;Levante;Levante;435;84;11;540;Entregado;2024-03-02 20:52:48.000;2024-03-03 01:18:39.405926
ENV01837;ID_T001;2024-06-05;Camioneta;Paqueteria;Levante;Andalucía;417;112;65;476;Retrasado;2024-06-05 20:00:57.600;2024-06-08 20:00:57.600000
ENV01838;ID_T007;2024-12-17;Camioneta;Frío;Andalucía;Norte;153;298;33;119;Entregado;2024-12-17 07:20:38.400;2024-12-16 23:44:28.081108
ENV01839;ID_T008;2024-10-30;Furgoneta;Paqueteria;Centro;Levante;839;298;10;215;Retrasado;2024-10-31 16:16:19.200;2024-11-04 16:16:19.200000
ENV01840;ID_T013;2024-01-09;Camioneta;Paqueteria;Sur;Centro;378;102;10;346;Retrasado;2024-01-09 18:08:38.400;2024-01-13 18:08:38.400000
ENV01841;ID_T013;2024-12-03;Furgoneta;Materiales_Construccion;Centro;Centro;561;152;77;328;Cancelado;2024-12-04 02:55:40.800;2024-12-04 02:55:40.800000
ENV01842;ID_T007;2024-08-10;Camioneta;Químicos;Centro;Levante;1105;25;59;439;Cancelado;2024-08-12 05:02:24.000;2024-08-12 05:02:24.000000
ENV01843;ID_T015;2024-10-19;Furgoneta;Frío;Andalucía;Norte;50;129;55;246;Entregado;2024-10-19 02:24:00.000;2024-10-18 19:51:14.397588
ENV01844;ID_T006;2024-09-08;Furgoneta;Mobiliario;Canarias;Andalucía;338;144;80;253;Retrasado;2024-09-08 16:13:26.400;2024-09-12 16:13:26.400000
ENV01845;ID_T001;2024-04-05;Camioneta;Frío;Centro;Levante;282;240;48;487;Cancelado;2024-04-05 13:32:09.600;2024-04-05 13:32:09.600000
ENV01846;ID_T011;2024-02-23;Camioneta;Frío;Levante;Andalucía;785;111;23;403;Entregado;2024-02-24 13:40:48.000;2024-02-24 20:53:33.210895
ENV01847;ID_T012;2024-12-12;Camioneta;Paqueteria;Norte;Canarias;619;216;31;364;Entregado;2024-12-13 05:42:43.200;2024-12-13 09:38:48.591616
ENV01848;ID_T001;2024-02-25;Camioneta;Materiales_Construccion;Canarias;Levante;434;167;26;430;Retrasado;2024-02-25 20:49:55.200;2024-02-26 20:49:55.200000
ENV01849;ID_T010;2024-07-26;Camioneta;Químicos;Andalucía;Sur;76;161;87;424;Cancelado;2024-07-26 03:38:52.800;2024-07-26 03:38:52.800000
ENV01850;ID_T002;2024-05-05;Furgoneta;Mobiliario;Sur;Levante;714;139;37;516;Cancelado;2024-05-06 10:16:19.200;2024-05-06 10:16:19.200000
ENV01851;ID_T015;2024-01-11;Camioneta;Frío;Sur;Sur;571;190;98;340;Retrasado;2024-01-12 03:24:28.800;2024-01-13 03:24:28.800000
ENV01852;ID_T004;2024-03-10;Furgoneta;Mobiliario;Levante;Levante;769;122;24;269;Retrasado;2024-03-11 12:54:43.200;2024-03-14 12:54:43.200000
ENV01853;ID_T005;2024-09-01;Furgoneta;Frío;Levante;Canarias;300;216;59;153;Cancelado;2024-09-01 14:24:00.000;2024-09-01 14:24:00.000000
ENV01854;ID_T010;2024-05-24;Camioneta;Frío;Andalucía;Centro;605;92;98;192;Entregado;2024-05-25 05:02:24.000;2024-05-24 22:55:38.702618
ENV01855;ID_T015;2024-07-20;Furgoneta;Mobiliario;Andalucía;Levante;50;159;20;266;Retrasado;2024-07-20 02:24:00.000;2024-07-23 02:24:00.000000
ENV01856;ID_T009;2024-07-20;Camioneta;Químicos;Norte;Andalucía;607;74;86;292;Retrasado;2024-07-21 05:08:09.600;2024-07-24 05:08:09.600000
ENV01857;ID_T015;2024-02-26;Camioneta;Químicos;Norte;Sur;322;137;57;296;Entregado;2024-02-26 15:27:21.600;2024-02-26 06:53:18.927133
ENV01858;ID_T003;2024-02-10;Camioneta;Frío;Sur;Canarias;734;66;53;459;Entregado;2024-02-11 11:13:55.200;2024-02-11 13:09:14.944674
ENV01859;ID_T010;2024-06-26;Furgoneta;Materiales_Construccion;Norte;Norte;717;181;58;340;Entregado;2024-06-27 10:24:57.600;2024-06-27 19:27:54.050778
ENV01860;ID_T008;2024-02-17;Furgoneta;Paqueteria;Sur;Levante;489;299;114;77;Entregado;2024-02-17 23:28:19.200;2024-02-17 16:30:49.975294
ENV01861;ID_T003;2024-07-14;Furgoneta;Químicos;Andalucía;Andalucía;509;208;42;459;Retrasado;2024-07-15 00:25:55.200;2024-07-17 00:25:55.200000
ENV01862;ID_T013;2024-06-26;Furgoneta;Frío;Norte;Sur;725;33;75;216;Retrasado;2024-06-27 10:48:00.000;2024-06-28 10:48:00.000000
ENV01863;ID_T007;2024-04-16;Furgoneta;Frío;Canarias;Levante;996;160;58;212;Retrasado;2024-04-17 23:48:28.800;2024-04-22 23:48:28.800000
ENV01864;ID_T002;2024-01-27;Furgoneta;Químicos;Norte;Sur;669;30;76;330;Entregado;2024-01-28 08:06:43.200;2024-01-28 09:59:25.075353
ENV01865;ID_T009;2024-12-28;Furgoneta;Materiales_Construccion;Canarias;Levante;581;70;40;286;Entregado;2024-12-29 03:53:16.800;2024-12-29 15:41:43.475837
ENV01866;ID_T005;2024-10-08;Camioneta;Paqueteria;Levante;Levante;836;143;10;409;Retrasado;2024-10-09 16:07:40.800;2024-10-13 16:07:40.800000
ENV01867;ID_T010;2024-04-17;Camioneta;Frío;Canarias;Centro;536;48;23;533;Cancelado;2024-04-18 01:43:40.800;2024-04-18 01:43:40.800000
ENV01868;ID_T002;2024-02-10;Camioneta;Químicos;Norte;Sur;424;149;62;493;Entregado;2024-02-10 20:21:07.200;2024-02-11 07:20:11.078026
ENV01869;ID_T005;2024-06-18;Furgoneta;Paqueteria;Canarias;Norte;951;236;46;312;Retrasado;2024-06-19 21:38:52.800;2024-06-21 21:38:52.800000
ENV01870;ID_T010;2024-11-19;Furgoneta;Materiales_Construccion;Canarias;Levante;553;253;99;345;Cancelado;2024-11-20 02:32:38.400;2024-11-20 02:32:38.400000
ENV01871;ID_T008;2024-09-04;Furgoneta;Frío;Centro;Andalucía;50;353;38;412;Cancelado;2024-09-04 02:24:00.000;2024-09-04 02:24:00.000000
ENV01872;ID_T002;2024-12-10;Camioneta;Químicos;Levante;Levante;455;196;64;457;Cancelado;2024-12-10 21:50:24.000;2024-12-10 21:50:24.000000
ENV01873;ID_T014;2024-08-14;Camioneta;Frío;Sur;Levante;292;268;50;422;Retrasado;2024-08-14 14:00:57.600;2024-08-17 14:00:57.600000
ENV01874;ID_T011;2024-07-15;Furgoneta;Frío;Andalucía;Norte;1076;20;16;408;Cancelado;2024-07-17 03:38:52.800;2024-07-17 03:38:52.800000
ENV01875;ID_T015;2024-01-03;Furgoneta;Químicos;Andalucía;Canarias;226;171;67;107;Cancelado;2024-01-03 10:50:52.800;2024-01-03 10:50:52.800000
ENV01876;ID_T001;2024-11-27;Camioneta;Materiales_Construccion;Sur;Andalucía;533;287;23;328;Cancelado;2024-11-28 01:35:02.400;2024-11-28 01:35:02.400000
ENV01877;ID_T015;2024-10-12;Camioneta;Paqueteria;Levante;Centro;50;177;68;318;Cancelado;2024-10-12 02:24:00.000;2024-10-12 02:24:00.000000
ENV01878;ID_T008;2024-08-25;Camioneta;Mobiliario;Sur;Levante;974;154;59;392;Cancelado;2024-08-26 22:45:07.200;2024-08-26 22:45:07.200000
ENV01879;ID_T008;2024-10-09;Furgoneta;Materiales_Construccion;Levante;Andalucía;133;259;76;341;Cancelado;2024-10-09 06:23:02.400;2024-10-09 06:23:02.400000
ENV01880;ID_T006;2024-11-11;Furgoneta;Paqueteria;Levante;Centro;619;116;41;605;Cancelado;2024-11-12 05:42:43.200;2024-11-12 05:42:43.200000
ENV01881;ID_T010;2024-08-27;Camioneta;Paqueteria;Canarias;Centro;443;168;58;310;Cancelado;2024-08-27 21:15:50.400;2024-08-27 21:15:50.400000
ENV01882;ID_T004;2024-09-01;Furgoneta;Materiales_Construccion;Levante;Centro;1065;183;48;481;Entregado;2024-09-03 03:07:12.000;2024-09-02 21:54:14.955396
ENV01883;ID_T013;2024-06-17;Camioneta;Mobiliario;Centro;Levante;776;249;56;414;Cancelado;2024-06-18 13:14:52.800;2024-06-18 13:14:52.800000
ENV01884;ID_T015;2024-07-06;Furgoneta;Mobiliario;Canarias;Centro;625;162;81;301;Retrasado;2024-07-07 06:00:00.000;2024-07-08 06:00:00.000000
ENV01885;ID_T013;2024-06-03;Camioneta;Paqueteria;Canarias;Norte;851;239;42;515;Retrasado;2024-06-04 16:50:52.800;2024-06-07 16:50:52.800000
ENV01886;ID_T005;2024-05-09;Camioneta;Paqueteria;Andalucía;Centro;866;275;42;289;Retrasado;2024-05-10 17:34:04.800;2024-05-11 17:34:04.800000
ENV01887;ID_T010;2024-09-27;Camioneta;Materiales_Construccion;Sur;Norte;729;96;36;296;Cancelado;2024-09-28 10:59:31.200;2024-09-28 10:59:31.200000
ENV01888;ID_T007;2024-12-17;Camioneta;Mobiliario;Andalucía;Andalucía;463;33;42;445;Entregado;2024-12-17 22:13:26.400;2024-12-18 05:58:01.992532
ENV01889;ID_T010;2024-09-12;Furgoneta;Paqueteria;Levante;Andalucía;561;258;26;242;Retrasado;2024-09-13 02:55:40.800;2024-09-18 02:55:40.800000
ENV01890;ID_T005;2024-03-21;Furgoneta;Mobiliario;Levante;Centro;485;47;24;73;Cancelado;2024-03-21 23:16:48.000;2024-03-21 23:16:48.000000
ENV01891;ID_T008;2024-09-26;Furgoneta;Frío;Canarias;Sur;65;293;24;487;Retrasado;2024-09-26 03:07:12.000;2024-10-01 03:07:12.000000
ENV01892;ID_T013;2024-09-26;Camioneta;Químicos;Levante;Levante;478;240;47;429;Cancelado;2024-09-26 22:56:38.400;2024-09-26 22:56:38.400000
ENV01893;ID_T012;2024-04-27;Furgoneta;Materiales_Construccion;Centro;Canarias;439;125;18;575;Entregado;2024-04-27 21:04:19.200;2024-04-27 12:21:35.172940
ENV01894;ID_T006;2024-06-23;Furgoneta;Paqueteria;Canarias;Norte;463;182;44;620;Retrasado;2024-06-23 22:13:26.400;2024-06-25 22:13:26.400000
ENV01895;ID_T001;2024-02-14;Camioneta;Paqueteria;Centro;Canarias;491;210;45;121;Cancelado;2024-02-14 23:34:04.800;2024-02-14 23:34:04.800000
ENV01896;ID_T003;2024-11-05;Furgoneta;Frío;Centro;Norte;612;121;82;475;Entregado;2024-11-06 05:22:33.600;2024-11-06 08:34:50.997188
ENV01897;ID_T001;2024-02-14;Camioneta;Materiales_Construccion;Norte;Canarias;1005;102;30;327;Retrasado;2024-02-16 00:14:24.000;2024-02-19 00:14:24.000000
ENV01898;ID_T010;2024-02-12;Furgoneta;Materiales_Construccion;Centro;Sur;499;213;53;410;Cancelado;2024-02-12 23:57:07.200;2024-02-12 23:57:07.200000
ENV01899;ID_T003;2024-10-04;Camioneta;Mobiliario;Levante;Centro;441;213;37;151;Entregado;2024-10-04 21:10:04.800;2024-10-04 21:35:00.279203
ENV01900;ID_T013;2024-01-17;Furgoneta;Mobiliario;Andalucía;Andalucía;281;160;30;305;Retrasado;2024-01-17 13:29:16.800;2024-01-22 13:29:16.800000
ENV01901;ID_T008;2024-08-01;Furgoneta;Frío;Levante;Sur;337;194;10;414;Entregado;2024-08-01 16:10:33.600;2024-08-01 15:37:57.266876
ENV01902;ID_T010;2024-04-22;Camioneta;Paqueteria;Sur;Sur;839;137;74;361;Entregado;2024-04-23 16:16:19.200;2024-04-23 19:45:18.158722
ENV01903;ID_T004;2024-12-05;Camioneta;Químicos;Levante;Sur;715;23;10;494;Cancelado;2024-12-06 10:19:12.000;2024-12-06 10:19:12.000000
ENV01904;ID_T007;2024-03-07;Furgoneta;Frío;Canarias;Andalucía;656;141;72;185;Cancelado;2024-03-08 07:29:16.800;2024-03-08 07:29:16.800000
ENV01905;ID_T009;2024-08-11;Furgoneta;Frío;Centro;Norte;804;137;84;50;Entregado;2024-08-12 14:35:31.200;2024-08-13 02:19:52.879728
ENV01906;ID_T009;2024-06-07;Furgoneta;Materiales_Construccion;Centro;Sur;290;154;36;373;Retrasado;2024-06-07 13:55:12.000;2024-06-08 13:55:12.000000
ENV01907;ID_T008;2024-08-17;Camioneta;Frío;Levante;Andalucía;491;155;41;264;Cancelado;2024-08-17 23:34:04.800;2024-08-17 23:34:04.800000
ENV01908;ID_T011;2024-05-03;Camioneta;Químicos;Canarias;Canarias;950;75;20;357;Entregado;2024-05-04 21:36:00.000;2024-05-04 21:50:49.513894
ENV01909;ID_T004;2024-11-27;Furgoneta;Frío;Andalucía;Levante;261;268;106;376;Entregado;2024-11-27 12:31:40.800;2024-11-27 20:20:42.441218
ENV01910;ID_T013;2024-02-09;Camioneta;Químicos;Norte;Centro;562;109;10;367;Cancelado;2024-02-10 02:58:33.600;2024-02-10 02:58:33.600000
ENV01911;ID_T015;2024-05-11;Camioneta;Materiales_Construccion;Canarias;Norte;762;334;36;210;Cancelado;2024-05-12 12:34:33.600;2024-05-12 12:34:33.600000
ENV01912;ID_T009;2024-04-25;Camioneta;Materiales_Construccion;Levante;Norte;1093;269;28;365;Cancelado;2024-04-27 04:27:50.400;2024-04-27 04:27:50.400000
ENV01913;ID_T006;2024-08-20;Furgoneta;Paqueteria;Levante;Canarias;332;162;23;324;Cancelado;2024-08-20 15:56:09.600;2024-08-20 15:56:09.600000
ENV01914;ID_T004;2024-08-20;Camioneta;Paqueteria;Centro;Norte;74;106;55;417;Retrasado;2024-08-20 03:33:07.200;2024-08-25 03:33:07.200000
ENV01915;ID_T008;2024-06-08;Furgoneta;Mobiliario;Canarias;Centro;804;45;96;301;Cancelado;2024-06-09 14:35:31.200;2024-06-09 14:35:31.200000
ENV01916;ID_T003;2024-02-19;Camioneta;Mobiliario;Canarias;Sur;551;64;24;391;Entregado;2024-02-20 02:26:52.800;2024-02-20 06:04:47.238338
ENV01917;ID_T015;2024-04-27;Camioneta;Mobiliario;Norte;Centro;289;67;109;115;Retrasado;2024-04-27 13:52:19.200;2024-04-29 13:52:19.200000
ENV01918;ID_T008;2024-01-21;Camioneta;Paqueteria;Centro;Canarias;779;124;48;305;Cancelado;2024-01-22 13:23:31.200;2024-01-22 13:23:31.200000
ENV01919;ID_T007;2024-08-13;Camioneta;Materiales_Construccion;Centro;Norte;639;111;39;237;Retrasado;2024-08-14 06:40:19.200;2024-08-15 06:40:19.200000
ENV01920;ID_T004;2024-11-26;Furgoneta;Frío;Andalucía;Norte;496;20;68;384;Cancelado;2024-11-26 23:48:28.800;2024-11-26 23:48:28.800000
ENV01921;ID_T008;2024-01-07;Camioneta;Frío;Centro;Canarias;575;108;41;197;Entregado;2024-01-08 03:36:00.000;2024-01-08 08:40:52.975461
ENV01922;ID_T013;2024-12-10;Camioneta;Paqueteria;Norte;Andalucía;50;147;10;372;Entregado;2024-12-10 02:24:00.000;2024-12-09 19:02:52.987605
ENV01923;ID_T011;2024-03-05;Camioneta;Frío;Sur;Levante;688;174;10;415;Cancelado;2024-03-06 09:01:26.400;2024-03-06 09:01:26.400000
ENV01924;ID_T006;2024-03-19;Camioneta;Frío;Centro;Centro;779;93;91;356;Cancelado;2024-03-20 13:23:31.200;2024-03-20 13:23:31.200000
ENV01925;ID_T004;2024-07-27;Camioneta;Químicos;Levante;Norte;944;80;23;408;Retrasado;2024-07-28 21:18:43.200;2024-07-31 21:18:43.200000
ENV01926;ID_T013;2024-01-15;Camioneta;Paqueteria;Norte;Andalucía;298;157;10;293;Cancelado;2024-01-15 14:18:14.400;2024-01-15 14:18:14.400000
ENV01927;ID_T010;2024-05-09;Furgoneta;Materiales_Construccion;Centro;Canarias;124;225;49;392;Cancelado;2024-05-09 05:57:07.200;2024-05-09 05:57:07.200000
ENV01928;ID_T015;2024-04-14;Furgoneta;Mobiliario;Sur;Levante;628;45;23;423;Retrasado;2024-04-15 06:08:38.400;2024-04-19 06:08:38.400000
ENV01929;ID_T008;2024-03-11;Furgoneta;Paqueteria;Canarias;Levante;730;166;61;238;Entregado;2024-03-12 11:02:24.000;2024-03-12 02:08:57.805301
ENV01930;ID_T002;2024-10-03;Camioneta;Materiales_Construccion;Sur;Andalucía;928;254;88;400;Retrasado;2024-10-04 20:32:38.400;2024-10-06 20:32:38.400000
ENV01931;ID_T008;2024-09-14;Furgoneta;Químicos;Centro;Sur;524;298;21;333;Cancelado;2024-09-15 01:09:07.200;2024-09-15 01:09:07.200000
ENV01932;ID_T012;2024-07-08;Camioneta;Materiales_Construccion;Norte;Sur;557;149;63;429;Cancelado;2024-07-09 02:44:09.600;2024-07-09 02:44:09.600000
ENV01933;ID_T007;2024-02-08;Camioneta;Mobiliario;Sur;Levante;995;63;27;191;Entregado;2024-02-09 23:45:36.000;2024-02-09 16:48:53.982443
ENV01934;ID_T008;2024-11-01;Camioneta;Químicos;Levante;Centro;209;43;59;468;Retrasado;2024-11-01 10:01:55.200;2024-11-03 10:01:55.200000
ENV01935;ID_T006;2024-03-05;Camioneta;Mobiliario;Canarias;Canarias;366;288;39;530;Cancelado;2024-03-05 17:34:04.800;2024-03-05 17:34:04.800000
ENV01936;ID_T004;2024-07-12;Camioneta;Paqueteria;Andalucía;Centro;373;237;34;206;Cancelado;2024-07-12 17:54:14.400;2024-07-12 17:54:14.400000
ENV01937;ID_T005;2024-09-20;Furgoneta;Frío;Canarias;Levante;313;115;84;491;Cancelado;2024-09-20 15:01:26.400;2024-09-20 15:01:26.400000
ENV01938;ID_T012;2024-06-26;Camioneta;Mobiliario;Norte;Norte;50;25;56;348;Entregado;2024-06-26 02:24:00.000;2024-06-26 11:58:17.392058
ENV01939;ID_T005;2024-04-19;Furgoneta;Frío;Canarias;Levante;241;29;15;256;Entregado;2024-04-19 11:34:04.800;2024-04-19 14:31:58.977503
ENV01940;ID_T014;2024-10-06;Camioneta;Paqueteria;Levante;Levante;442;155;77;469;Entregado;2024-10-06 21:12:57.600;2024-10-07 07:06:40.366128
ENV01941;ID_T014;2024-08-23;Camioneta;Mobiliario;Levante;Canarias;844;54;92;209;Cancelado;2024-08-24 16:30:43.200;2024-08-24 16:30:43.200000
ENV01942;ID_T014;2024-02-18;Furgoneta;Mobiliario;Canarias;Sur;687;73;20;529;Retrasado;2024-02-19 08:58:33.600;2024-02-22 08:58:33.600000
ENV01943;ID_T012;2024-10-07;Camioneta;Mobiliario;Norte;Sur;723;115;76;446;Retrasado;2024-10-08 10:42:14.400;2024-10-11 10:42:14.400000
ENV01944;ID_T005;2024-03-18;Camioneta;Mobiliario;Levante;Centro;306;79;76;50;Retrasado;2024-03-18 14:41:16.800;2024-03-20 14:41:16.800000
ENV01945;ID_T011;2024-01-10;Camioneta;Químicos;Norte;Norte;569;132;62;363;Entregado;2024-01-11 03:18:43.200;2024-01-10 18:47:45.381791
ENV01946;ID_T002;2024-04-07;Furgoneta;Químicos;Levante;Norte;1017;193;38;536;Retrasado;2024-04-09 00:48:57.600;2024-04-12 00:48:57.600000
ENV01947;ID_T005;2024-04-04;Furgoneta;Paqueteria;Andalucía;Centro;406;140;108;255;Cancelado;2024-04-04 19:29:16.800;2024-04-04 19:29:16.800000
ENV01948;ID_T001;2024-09-27;Furgoneta;Químicos;Sur;Sur;654;224;10;408;Cancelado;2024-09-28 07:23:31.200;2024-09-28 07:23:31.200000
ENV01949;ID_T010;2024-02-13;Camioneta;Mobiliario;Levante;Levante;227;223;61;455;Entregado;2024-02-13 10:53:45.600;2024-02-13 02:03:22.567484
ENV01950;ID_T007;2024-03-14;Furgoneta;Paqueteria;Andalucía;Canarias;50;135;115;334;Retrasado;2024-03-14 02:24:00.000;2024-03-15 02:24:00.000000
ENV01951;ID_T006;2024-05-04;Camioneta;Materiales_Construccion;Sur;Centro;1320;74;36;404;Cancelado;2024-05-06 15:21:36.000;2024-05-06 15:21:36.000000
ENV01952;ID_T014;2024-04-21;Furgoneta;Frío;Centro;Norte;745;126;86;447;Cancelado;2024-04-22 11:45:36.000;2024-04-22 11:45:36.000000
ENV01953;ID_T014;2024-12-20;Camioneta;Mobiliario;Levante;Norte;632;163;47;308;Retrasado;2024-12-21 06:20:09.600;2024-12-22 06:20:09.600000
ENV01954;ID_T003;2024-05-02;Furgoneta;Paqueteria;Norte;Andalucía;582;63;18;365;Retrasado;2024-05-03 03:56:09.600;2024-05-05 03:56:09.600000
ENV01955;ID_T003;2024-01-21;Furgoneta;Frío;Norte;Norte;357;271;80;177;Retrasado;2024-01-21 17:08:09.600;2024-01-26 17:08:09.600000
ENV01956;ID_T007;2024-05-27;Furgoneta;Paqueteria;Sur;Andalucía;280;94;31;206;Retrasado;2024-05-27 13:26:24.000;2024-05-30 13:26:24.000000
ENV01957;ID_T013;2024-01-22;Furgoneta;Químicos;Levante;Sur;301;131;63;448;Entregado;2024-01-22 14:26:52.800;2024-01-22 19:14:24.858388
ENV01958;ID_T008;2024-07-12;Camioneta;Frío;Centro;Norte;796;20;90;342;Cancelado;2024-07-13 14:12:28.800;2024-07-13 14:12:28.800000
ENV01959;ID_T008;2024-06-15;Camioneta;Químicos;Centro;Sur;1131;82;43;426;Retrasado;2024-06-17 06:17:16.800;2024-06-20 06:17:16.800000
ENV01960;ID_T012;2024-10-07;Camioneta;Químicos;Canarias;Canarias;489;289;49;256;Entregado;2024-10-07 23:28:19.200;2024-10-07 23:23:09.222014
ENV01961;ID_T014;2024-05-16;Camioneta;Materiales_Construccion;Levante;Canarias;938;71;96;268;Cancelado;2024-05-17 21:01:26.400;2024-05-17 21:01:26.400000
ENV01962;ID_T009;2024-06-17;Furgoneta;Frío;Sur;Canarias;50;180;77;279;Cancelado;2024-06-17 02:24:00.000;2024-06-17 02:24:00.000000
ENV01963;ID_T005;2024-05-09;Furgoneta;Mobiliario;Norte;Norte;260;197;59;343;Entregado;2024-05-09 12:28:48.000;2024-05-09 01:01:49.893606
ENV01964;ID_T008;2024-11-19;Camioneta;Químicos;Andalucía;Canarias;940;20;10;526;Retrasado;2024-11-20 21:07:12.000;2024-11-24 21:07:12.000000
ENV01965;ID_T015;2024-09-26;Furgoneta;Paqueteria;Levante;Andalucía;681;164;72;607;Entregado;2024-09-27 08:41:16.800;2024-09-27 11:08:57.111916
ENV01966;ID_T002;2024-12-13;Furgoneta;Materiales_Construccion;Centro;Sur;761;22;10;452;Cancelado;2024-12-14 12:31:40.800;2024-12-14 12:31:40.800000
ENV01967;ID_T001;2024-01-16;Furgoneta;Materiales_Construccion;Centro;Centro;528;156;46;436;Retrasado;2024-01-17 01:20:38.400;2024-01-19 01:20:38.400000
ENV01968;ID_T011;2024-06-21;Camioneta;Mobiliario;Levante;Centro;50;133;106;311;Cancelado;2024-06-21 02:24:00.000;2024-06-21 02:24:00.000000
ENV01969;ID_T007;2024-03-21;Furgoneta;Químicos;Norte;Norte;627;104;28;364;Retrasado;2024-03-22 06:05:45.600;2024-03-23 06:05:45.600000
ENV01970;ID_T012;2024-06-09;Camioneta;Químicos;Andalucía;Sur;879;95;10;325;Cancelado;2024-06-10 18:11:31.200;2024-06-10 18:11:31.200000
ENV01971;ID_T008;2024-07-27;Furgoneta;Paqueteria;Canarias;Canarias;668;159;25;474;Cancelado;2024-07-28 08:03:50.400;2024-07-28 08:03:50.400000
