ID_Transaccion;ID_Vendedor;Fecha_Venta;Canal_Venta;Tipo_Cliente;Region_Venta;Valor_Transaccion_€;Margen_Beneficio_€;Cantidad_Vendida
TRX01068;VEND004;2024-05-17;Retail;Particular;Levante;367;52;4
TRX01069;VEND003;2024-11-08;Venta_Directa;Empresa;Canarias;297;38;4
TRX01070;VEND001;2024-02-07;Venta_Directa;Gobierno;Andalucía;352;60;7
TRX01071;VEND006;2024-11-30;Online;Empresa;Sur;308;89;6
TRX01072;VEND001;2024-08-15;Retail;Gobierno;Levante;385;65;10
TRX01073;VEND004;2024-05-31;Venta_Directa;Gobierno;Levante;404;112;3
TRX01074;VEND007;2024-10-06;Online;Gobierno;Andalucía;354;92;3
TRX01075;VEND007;2024-11-23;Distribuidor;Particular;Centro;228;17;2
TRX01076;VEND008;2024-08-26;Venta_Directa;Empresa;Canarias;90;140;6
TRX01077;VEND006;2024-04-23;Online;Particular;Andalucía;243;37;6
TRX01078;VEND009;2024-01-25;Venta_Directa;Gobierno;Centro;286;100;1
TRX01079;VEND010;2024-07-10;Retail;Empresa;Sur;266;140;2
TRX01080;VEND010;2024-04-17;Retail;Empresa;Sur;186;46;4
TRX01081;VEND006;2024-02-21;Distribuidor;Gobierno;Levante;198;88;5
TRX01082;VEND008;2024-10-21;Online;Empresa;Canarias;156;129;1
TRX01083;VEND006;2024-04-16;Retail;Gobierno;Andalucía;319;10;5
TRX01084;VEND006;2024-11-23;Online;Gobierno;Sur;226;121;5
TRX01085;VEND001;2024-08-31;Distribuidor;Empresa;Canarias;291;100;3
TRX01086;VEND001;2024-08-05;Online;Empresa;Levante;387;10;6
TRX01087;VEND002;2024-04-19;Venta_Directa;Gobierno;Andalucía;50;109;2
TRX01088;VEND002;2024-07-26;Retail;Gobierno;Levante;140;25;6
TRX01089;VEND004;2024-05-29;Online;Particular;Norte;292;86;4
TRX01090;VEND003;2024-02-23;Online;Gobierno;Norte;281;67;7
TRX01091;VEND007;2024-01-09;Retail;Empresa;Levante;294;83;8
TRX01092;VEND010;2024-05-28;Online;Empresa;Sur;230;55;5
TRX01093;VEND005;2024-05-14;Distribuidor;Empresa;Levante;227;47;4
TRX01094;VEND010;2024-12-03;Distribuidor;Gobierno;Levante;160;152;3
TRX01095;VEND010;2024-08-02;Retail;Empresa;Andalucía;339;80;3
TRX01096;VEND010;2024-11-17;Distribuidor;Empresa;Centro;155;84;4
TRX01097;VEND004;2024-01-29;Online;Particular;Levante;342;10;5
TRX01098;VEND003;2024-09-08;Retail;Gobierno;Centro;422;65;1
TRX01099;VEND010;2024-10-13;Distribuidor;Particular;Norte;134;90;5
TRX01100;VEND005;2024-01-16;Retail;Empresa;Levante;175;17;3
TRX01101;VEND009;2024-06-04;Online;Gobierno;Canarias;297;53;4
TRX01102;VEND001;2024-10-26;Online;Empresa;Levante;224;123;7
TRX01103;VEND005;2024-08-23;Online;Gobierno;Centro;374;104;6
TRX01104;VEND006;2024-07-20;Venta_Directa;Gobierno;Canarias;236;48;1
TRX01105;VEND010;2024-09-01;Venta_Directa;Gobierno;Canarias;183;77;4
TRX01106;VEND010;2024-06-12;Distribuidor;Empresa;Norte;237;130;7
TRX01107;VEND001;2024-01-03;Retail;Gobierno;Canarias;201;126;4
TRX01108;VEND006;2024-03-08;Venta_Directa;Gobierno;Centro;268;94;6
TRX01109;VEND005;2024-05-01;Retail;Particular;Norte;50;45;6
TRX01110;VEND004;2024-02-21;Online;Particular;Canarias;399;75;3
TRX01111;VEND007;2024-02-20;Retail;Empresa;Sur;193;142;4
TRX01112;VEND007;2024-01-05;Venta_Directa;Gobierno;Andalucía;262;50;4
TRX01113;VEND008;2024-01-19;Venta_Directa;Gobierno;Centro;248;97;6
TRX01114;VEND008;2024-02-16;Distribuidor;Particular;Levante;137;62;6
TRX01115;VEND002;2024-03-21;Venta_Directa;Gobierno;Canarias;111;96;8
TRX01116;VEND003;2024-09-30;Retail;Gobierno;Andalucía;203;114;2
TRX01117;VEND003;2024-01-27;Online;Gobierno;Centro;374;98;4
TRX01118;VEND004;2024-11-29;Venta_Directa;Empresa;Centro;201;56;5
TRX01119;VEND002;2024-05-17;Venta_Directa;Empresa;Andalucía;169;63;5
TRX01120;VEND003;2024-02-11;Online;Empresa;Sur;133;31;5
TRX01121;VEND005;2024-02-14;Venta_Directa;Particular;Norte;179;90;3
TRX01122;VEND003;2024-09-03;Distribuidor;Gobierno;Sur;197;131;5
TRX01123;VEND001;2024-06-02;Online;Particular;Canarias;178;98;3
TRX01124;VEND005;2024-12-14;Retail;Particular;Norte;161;97;6
TRX01125;VEND005;2024-05-02;Distribuidor;Particular;Sur;50;101;1
TRX01126;VEND008;2024-08-09;Online;Empresa;Andalucía;282;162;4
TRX01127;VEND008;2024-06-07;Venta_Directa;Empresa;Canarias;101;70;1
TRX01128;VEND008;2024-10-17;Retail;Empresa;Centro;261;107;9
TRX01129;VEND006;2024-10-30;Online;Empresa;Norte;219;37;3
TRX01130;VEND006;2024-03-15;Distribuidor;Gobierno;Sur;321;154;4
TRX01131;VEND010;2024-03-19;Online;Particular;Centro;252;127;4
TRX01132;VEND003;2024-02-17;Distribuidor;Particular;Centro;288;77;7
TRX01133;VEND001;2024-06-30;Retail;Particular;Andalucía;177;71;5
TRX01134;VEND005;2024-09-26;Distribuidor;Gobierno;Sur;256;69;7
TRX01135;VEND007;2024-03-15;Retail;Gobierno;Andalucía;192;89;7
TRX01136;VEND002;2024-06-09;Retail;Particular;Centro;251;112;9
TRX01137;VEND006;2024-11-05;Retail;Particular;Norte;316;78;6
TRX01138;VEND002;2024-08-28;Distribuidor;Particular;Norte;309;62;6
TRX01139;VEND007;2024-07-30;Retail;Empresa;Centro;342;169;6
TRX01140;VEND010;2024-06-11;Venta_Directa;Gobierno;Norte;252;113;5
TRX01141;VEND001;2024-05-14;Venta_Directa;Empresa;Centro;281;71;7
TRX01142;VEND006;2024-08-13;Distribuidor;Particular;Norte;252;91;8
TRX01143;VEND009;2024-04-28;Distribuidor;Particular;Sur;231;83;1
TRX01144;VEND010;2024-02-13;Venta_Directa;Gobierno;Andalucía;409;93;3
TRX01145;VEND005;2024-11-30;Retail;Empresa;Canarias;197;10;4
TRX01146;VEND002;2024-02-04;Distribuidor;Empresa;Andalucía;258;60;4
TRX01147;VEND007;2024-03-28;Venta_Directa;Gobierno;Centro;92;88;5
TRX01148;VEND004;2024-10-17;Online;Particular;Canarias;313;96;5
TRX01149;VEND005;2024-04-07;Venta_Directa;Empresa;Norte;249;111;5
TRX01150;VEND003;2024-09-20;Retail;Empresa;Andalucía;82;78;9
TRX01151;VEND010;2024-06-02;Distribuidor;Particular;Centro;345;82;2
TRX01152;VEND009;2024-09-14;Distribuidor;Gobierno;Andalucía;227;72;2
TRX01153;VEND003;2024-09-15;Retail;Empresa;Andalucía;71;122;5
TRX01154;VEND001;2024-07-28;Venta_Directa;Empresa;Norte;282;49;6
TRX01155;VEND002;2024-05-11;Retail;Gobierno;Andalucía;175;140;1
TRX01156;VEND008;2024-05-11;Distribuidor;Gobierno;Canarias;150;141;4
TRX01157;VEND010;2024-03-21;Retail;Empresa;Centro;50;105;4
TRX01158;VEND004;2024-04-23;Online;Particular;Canarias;373;53;7
TRX01159;VEND005;2024-10-09;Retail;Gobierno;Sur;481;118;1
TRX01160;VEND006;2024-07-08;Online;Gobierno;Canarias;196;93;3
TRX01161;VEND005;2024-02-27;Online;Gobierno;Norte;306;71;4
TRX01162;VEND008;2024-06-06;Venta_Directa;Particular;Canarias;306;10;5
TRX01163;VEND006;2024-05-04;Venta_Directa;Particular;Centro;407;88;6
TRX01164;VEND005;2024-09-14;Retail;Particular;Norte;388;25;6
TRX01165;VEND008;2024-05-27;Retail;Gobierno;Norte;430;26;1
TRX01166;VEND002;2024-11-25;Online;Empresa;Sur;332;145;5
TRX01167;VEND002;2024-04-03;Online;Particular;Sur;237;29;6
TRX01168;VEND007;2024-08-29;Venta_Directa;Particular;Canarias;269;121;6
TRX01169;VEND004;2024-11-28;Venta_Directa;Empresa;Andalucía;285;82;4
TRX01170;VEND010;2024-09-27;Venta_Directa;Gobierno;Canarias;361;141;5
TRX01171;VEND006;2024-06-24;Retail;Gobierno;Andalucía;202;12;1
TRX01172;VEND008;2024-12-03;Retail;Gobierno;Centro;375;67;5
TRX01173;VEND005;2024-11-16;Distribuidor;Particular;Norte;86;61;4
TRX01174;VEND010;2024-08-24;Online;Empresa;Levante;279;49;5
TRX01175;VEND001;2024-04-18;Venta_Directa;Empresa;Canarias;287;113;4
TRX01176;VEND002;2024-10-06;Retail;Gobierno;Norte;64;159;1
TRX01177;VEND006;2024-05-18;Online;Particular;Norte;397;69;4
TRX01178;VEND005;2024-12-20;Online;Empresa;Andalucía;242;119;5
TRX01179;VEND009;2024-06-08;Retail;Empresa;Canarias;87;87;8
TRX01180;VEND010;2024-06-29;Retail;Particular;Andalucía;278;99;7
TRX01181;VEND002;2024-11-19;Online;Gobierno;Sur;356;10;4
TRX01182;VEND008;2024-07-27;Distribuidor;Empresa;Canarias;316;104;1
TRX01183;VEND008;2024-04-14;Distribuidor;Particular;Levante;330;119;5
TRX01184;VEND005;2024-04-16;Retail;Empresa;Sur;176;105;4
TRX01185;VEND009;2024-08-06;Retail;Empresa;Canarias;382;77;1
TRX01186;VEND006;2024-01-01;Venta_Directa;Particular;Sur;328;126;5
TRX01187;VEND003;2024-05-08;Distribuidor;Gobierno;Canarias;303;10;7
TRX01188;VEND010;2024-02-04;Online;Particular;Norte;240;101;9
TRX01189;VEND005;2024-02-27;Retail;Gobierno;Centro;483;91;5
TRX01190;VEND002;2024-07-03;Online;Particular;Norte;286;91;4
TRX01191;VEND010;2024-01-08;Venta_Directa;Empresa;Sur;323;59;5
TRX01192;VEND004;2024-07-17;Venta_Directa;Gobierno;Andalucía;307;63;6
TRX01193;VEND006;2024-05-05;Online;Gobierno;Centro;221;104;2
TRX01194;VEND004;2024-02-03;Online;Gobierno;Sur;215;30;5
TRX01195;VEND003;2024-10-29;Venta_Directa;Empresa;Canarias;287;98;4
TRX01196;VEND009;2024-03-25;Distribuidor;Empresa;Canarias;255;70;1
TRX01197;VEND002;2024-10-19;Retail;Particular;Sur;142;67;5
TRX01198;VEND001;2024-08-05;Online;Particular;Centro;105;78;6
TRX01199;VEND009;2024-11-20;Retail;Gobierno;Sur;90;96;4
TRX01200;VEND001;2024-03-15;Retail;Particular;Andalucía;290;151;6
TRX01201;VEND010;2024-06-14;Venta_Directa;Gobierno;Andalucía;203;149;6
TRX01202;VEND002;2024-01-09;Venta_Directa;Particular;Levante;231;108;2
TRX01203;VEND009;2024-02-23;Retail;Gobierno;Andalucía;324;10;3
TRX01204;VEND008;2024-11-27;Distribuidor;Particular;Levante;140;129;5
TRX01205;VEND006;2024-03-08;Venta_Directa;Empresa;Andalucía;404;92;4
TRX01206;VEND005;2024-02-24;Retail;Empresa;Andalucía;216;120;8
TRX01207;VEND010;2024-10-28;Venta_Directa;Empresa;Sur;270;64;3
TRX01208;VEND005;2024-11-23;Distribuidor;Particular;Canarias;50;129;1
TRX01209;VEND002;2024-08-03;Retail;Empresa;Sur;70;114;7
TRX01210;VEND006;2024-11-04;Venta_Directa;Particular;Sur;234;70;6
TRX01211;VEND002;2024-04-01;Venta_Directa;Empresa;Andalucía;340;50;3
TRX01212;VEND003;2024-08-04;Venta_Directa;Gobierno;Centro;305;31;2
TRX01213;VEND001;2024-02-23;Venta_Directa;Empresa;Andalucía;229;67;6
TRX01214;VEND001;2024-02-06;Venta_Directa;Particular;Andalucía;442;60;5
TRX01215;VEND005;2024-04-11;Venta_Directa;Gobierno;Norte;251;65;6
TRX01216;VEND003;2024-12-07;Retail;Gobierno;Norte;168;88;4
TRX01217;VEND001;2024-06-30;Retail;Gobierno;Norte;263;85;2
TRX01218;VEND007;2024-10-16;Online;Particular;Levante;250;20;1
TRX01219;VEND005;2024-04-30;Retail;Gobierno;Centro;442;44;5
TRX01220;VEND008;2024-02-21;Venta_Directa;Gobierno;Norte;58;124;6
TRX01221;VEND003;2024-11-27;Distribuidor;Particular;Levante;195;81;3
TRX01222;VEND002;2024-01-01;Retail;Gobierno;Canarias;339;72;4
TRX01223;VEND002;2024-09-05;Distribuidor;Empresa;Norte;177;58;2
TRX01224;VEND002;2024-12-14;Retail;Empresa;Canarias;285;118;3
TRX01225;VEND006;2024-02-05;Retail;Particular;Sur;119;49;7
TRX01226;VEND007;2024-12-04;Online;Particular;Sur;180;77;3
TRX01227;VEND008;2024-12-20;Online;Empresa;Norte;145;84;10
TRX01228;VEND007;2024-01-11;Venta_Directa;Empresa;Levante;167;56;3
TRX01229;VEND008;2024-09-03;Distribuidor;Gobierno;Sur;209;127;3
TRX01230;VEND006;2024-06-28;Venta_Directa;Gobierno;Sur;267;91;5
TRX01231;VEND009;2024-02-11;Venta_Directa;Empresa;Centro;155;48;2
TRX01232;VEND001;2024-12-04;Online;Gobierno;Centro;211;79;7
TRX01233;VEND002;2024-12-05;Venta_Directa;Empresa;Norte;212;50;4
TRX01234;VEND006;2024-06-21;Distribuidor;Particular;Canarias;324;84;4
TRX01235;VEND002;2024-12-13;Distribuidor;Gobierno;Levante;346;82;3
TRX01236;VEND007;2024-11-05;Online;Gobierno;Andalucía;258;57;5
TRX01237;VEND006;2024-06-27;Online;Gobierno;Canarias;50;121;6
TRX01238;VEND007;2024-04-13;Venta_Directa;Gobierno;Centro;223;28;4
TRX01239;VEND008;2024-10-18;Online;Empresa;Sur;219;62;2
TRX01240;VEND004;2024-10-22;Online;Empresa;Norte;323;51;3
TRX01241;VEND005;2024-03-18;Online;Empresa;Centro;197;39;4
TRX01242;VEND008;2024-08-25;Retail;Gobierno;Norte;299;64;2
TRX01243;VEND008;2024-09-12;Retail;Empresa;Canarias;221;32;4
TRX01244;VEND010;2024-01-26;Distribuidor;Empresa;Levante;178;97;4
TRX01245;VEND006;2024-01-12;Online;Empresa;Centro;292;36;1
TRX01246;VEND008;2024-03-08;Distribuidor;Particular;Sur;370;89;4
TRX01247;VEND008;2024-10-01;Retail;Particular;Andalucía;284;131;6
TRX01248;VEND007;2024-02-16;Online;Empresa;Centro;328;90;5
TRX01249;VEND001;2024-08-09;Distribuidor;Empresa;Levante;386;118;5
TRX01250;VEND006;2024-05-09;Online;Empresa;Norte;250;12;7
TRX01251;VEND007;2024-04-17;Retail;Gobierno;Norte;148;114;3
TRX01252;VEND001;2024-06-12;Distribuidor;Particular;Norte;136;54;3
TRX01253;VEND008;2024-04-02;Retail;Empresa;Centro;366;123;5
TRX01254;VEND002;2024-06-06;Distribuidor;Gobierno;Levante;409;26;4
TRX01255;VEND004;2024-05-21;Distribuidor;Gobierno;Centro;451;84;2
TRX01256;VEND007;2024-08-12;Online;Empresa;Levante;367;139;5
TRX01257;VEND001;2024-09-20;Retail;Particular;Levante;186;86;5
TRX01258;VEND006;2024-10-30;Online;Empresa;Centro;357;81;5
TRX01259;VEND001;2024-05-04;Distribuidor;Empresa;Sur;249;50;4
TRX01260;VEND001;2024-05-10;Distribuidor;Empresa;Centro;345;62;5
TRX01261;VEND010;2024-07-06;Online;Particular;Levante;185;38;6
TRX01262;VEND004;2024-11-27;Distribuidor;Gobierno;Levante;324;100;3
TRX01263;VEND001;2024-12-16;Venta_Directa;Empresa;Levante;306;127;3
TRX01264;VEND005;2024-01-31;Venta_Directa;Particular;Levante;294;102;4
TRX01265;VEND008;2024-11-10;Distribuidor;Particular;Sur;235;74;1
TRX01266;VEND009;2024-02-02;Online;Gobierno;Centro;300;59;4
TRX01267;VEND009;2024-05-16;Distribuidor;Empresa;Levante;204;19;1
TRX01268;VEND010;2024-02-09;Venta_Directa;Empresa;Andalucía;240;73;5
TRX01269;VEND009;2024-02-11;Venta_Directa;Empresa;Andalucía;138;88;7
TRX01270;VEND007;2024-05-16;Venta_Directa;Gobierno;Canarias;140;115;5
TRX01271;VEND002;2024-05-09;Online;Empresa;Norte;215;118;6
TRX01272;VEND002;2024-09-25;Online;Particular;Canarias;233;35;3
TRX01273;VEND009;2024-02-17;Retail;Empresa;Norte;267;67;6
TRX01274;VEND006;2024-06-14;Online;Gobierno;Centro;266;117;7
TRX01275;VEND010;2024-07-12;Retail;Empresa;Norte;297;112;6
TRX01276;VEND008;2024-02-11;Venta_Directa;Gobierno;Andalucía;270;107;4
TRX01277;VEND004;2024-07-11;Retail;Particular;Levante;396;68;5
TRX01278;VEND005;2024-10-16;Distribuidor;Particular;Levante;251;105;4
TRX01279;VEND005;2024-09-13;Venta_Directa;Empresa;Canarias;203;37;8
TRX01280;VEND007;2024-09-19;Online;Particular;Centro;380;91;8
TRX01281;VEND006;2024-08-02;Online;Gobierno;Canarias;144;83;8
TRX01282;VEND010;2024-04-30;Venta_Directa;Gobierno;Centro;373;44;7
TRX01283;VEND002;2024-05-23;Retail;Empresa;Andalucía;520;40;2
TRX01284;VEND006;2024-11-14;Distribuidor;Empresa;Andalucía;297;90;8
TRX01285;VEND001;2024-11-14;Online;Particular;Levante;98;62;5
TRX01286;VEND009;2024-08-12;Online;Gobierno;Sur;246;71;1
TRX01287;VEND001;2024-01-30;Distribuidor;Empresa;Sur;124;46;5
TRX01288;VEND002;2024-03-07;Retail;Particular;Sur;320;54;5
TRX01289;VEND010;2024-12-13;Venta_Directa;Gobierno;Levante;165;77;4
TRX01290;VEND007;2024-12-18;Venta_Directa;Gobierno;Centro;404;25;4
TRX01291;VEND007;2024-05-07;Distribuidor;Gobierno;Andalucía;171;140;4
TRX01292;VEND001;2024-12-09;Online;Gobierno;Centro;350;72;6
TRX01293;VEND009;2024-10-23;Retail;Gobierno;Levante;355;72;3
TRX01294;VEND004;2024-12-23;Venta_Directa;Particular;Canarias;262;26;3
TRX01295;VEND009;2024-05-25;Venta_Directa;Empresa;Norte;376;51;7
TRX01296;VEND001;2024-08-09;Venta_Directa;Empresa;Sur;297;110;1
TRX01297;VEND008;2024-07-16;Online;Gobierno;Andalucía;188;160;9
TRX01298;VEND007;2024-12-06;Retail;Empresa;Levante;396;18;3
TRX01299;VEND006;2024-01-12;Venta_Directa;Gobierno;Levante;150;65;1
TRX01300;VEND004;2024-11-15;Distribuidor;Gobierno;Sur;275;82;5
TRX01301;VEND009;2024-09-03;Distribuidor;Gobierno;Centro;479;83;6
TRX01302;VEND002;2024-08-25;Venta_Directa;Gobierno;Centro;346;50;5
TRX01303;VEND008;2024-12-18;Retail;Empresa;Canarias;155;57;5
TRX01304;VEND003;2024-11-10;Online;Empresa;Norte;92;40;3
TRX01305;VEND008;2024-07-14;Retail;Particular;Levante;250;75;6
TRX01306;VEND006;2024-08-12;Distribuidor;Gobierno;Canarias;199;88;5
TRX01307;VEND003;2024-12-23;Venta_Directa;Gobierno;Norte;228;101;5
TRX01308;VEND008;2024-05-16;Distribuidor;Empresa;Canarias;229;75;2
TRX01309;VEND003;2024-12-14;Venta_Directa;Gobierno;Centro;303;23;5
TRX01310;VEND002;2024-04-05;Venta_Directa;Particular;Levante;214;45;8
TRX01311;VEND008;2024-09-24;Online;Empresa;Andalucía;297;123;5
TRX01312;VEND005;2024-10-23;Retail;Gobierno;Centro;368;57;5
TRX01313;VEND002;2024-09-16;Venta_Directa;Particular;Andalucía;352;71;7
TRX01314;VEND008;2024-02-29;Retail;Particular;Sur;453;92;1
TRX01315;VEND006;2024-07-05;Online;Particular;Levante;331;133;5
TRX01316;VEND008;2024-11-25;Online;Gobierno;Norte;321;103;5
TRX01317;VEND005;2024-11-15;Distribuidor;Empresa;Sur;299;37;7
TRX01318;VEND001;2024-05-19;Retail;Gobierno;Levante;50;74;7
TRX01319;VEND004;2024-03-04;Online;Empresa;Norte;367;192;3
TRX01320;VEND004;2024-05-23;Venta_Directa;Gobierno;Norte;58;98;7
TRX01321;VEND002;2024-03-02;Distribuidor;Particular;Canarias;160;111;1
TRX01322;VEND002;2024-04-18;Distribuidor;Gobierno;Sur;333;10;2
TRX01323;VEND005;2024-10-02;Distribuidor;Gobierno;Sur;251;29;1
TRX01324;VEND005;2024-08-11;Online;Gobierno;Andalucía;187;31;5
TRX01325;VEND007;2024-10-26;Online;Gobierno;Andalucía;299;70;5
TRX01326;VEND002;2024-05-30;Online;Particular;Canarias;161;70;6
TRX01327;VEND008;2024-04-10;Venta_Directa;Particular;Andalucía;129;25;6
TRX01328;VEND008;2024-11-11;Retail;Particular;Canarias;298;13;4
TRX01329;VEND001;2024-12-09;Venta_Directa;Particular;Norte;107;83;6
TRX01330;VEND007;2024-02-26;Online;Gobierno;Canarias;300;125;8
TRX01331;VEND010;2024-09-26;Venta_Directa;Particular;Norte;205;10;4
TRX01332;VEND010;2024-04-29;Online;Empresa;Canarias;479;111;4
TRX01333;VEND002;2024-12-02;Distribuidor;Empresa;Norte;132;45;4
TRX01334;VEND003;2024-05-15;Online;Empresa;Canarias;331;124;3
TRX01335;VEND002;2024-12-30;Distribuidor;Particular;Andalucía;381;56;2
TRX01336;VEND008;2024-03-20;Venta_Directa;Empresa;Andalucía;248;80;7
TRX01337;VEND002;2024-01-14;Venta_Directa;Empresa;Levante;131;51;2
TRX01338;VEND005;2024-03-04;Venta_Directa;Empresa;Norte;211;117;1
TRX01339;VEND008;2024-03-27;Retail;Particular;Centro;225;118;4
TRX01340;VEND004;2024-10-20;Online;Gobierno;Norte;50;58;2
TRX01341;VEND009;2024-09-18;Retail;Gobierno;Levante;235;58;5
TRX01342;VEND001;2024-09-17;Online;Empresa;Canarias;376;109;5
TRX01343;VEND008;2024-01-12;Online;Gobierno;Centro;187;10;2
TRX01344;VEND010;2024-12-11;Venta_Directa;Gobierno;Canarias;348;170;10
TRX01345;VEND008;2024-08-19;Venta_Directa;Empresa;Sur;307;124;7
TRX01346;VEND010;2024-09-16;Venta_Directa;Particular;Canarias;269;150;5
TRX01347;VEND003;2024-05-03;Distribuidor;Particular;Sur;322;71;10
TRX01348;VEND008;2024-09-12;Online;Particular;Levante;75;143;3
TRX01349;VEND007;2024-04-26;Retail;Particular;Centro;449;93;2
TRX01350;VEND009;2024-07-08;Retail;Gobierno;Norte;527;109;4
TRX01351;VEND009;2024-04-18;Online;Empresa;Norte;255;32;7
TRX01352;VEND009;2024-11-03;Online;Gobierno;Centro;301;52;7
TRX01353;VEND007;2024-10-10;Online;Particular;Canarias;50;30;5
TRX01354;VEND001;2024-03-01;Online;Empresa;Levante;280;58;5
TRX01355;VEND007;2024-04-22;Venta_Directa;Empresa;Centro;360;13;5
TRX01356;VEND003;2024-07-21;Distribuidor;Empresa;Canarias;205;90;3
TRX01357;VEND006;2024-04-12;Venta_Directa;Particular;Canarias;66;35;2
TRX01358;VEND010;2024-01-10;Online;Particular;Levante;290;126;4
TRX01359;VEND001;2024-05-13;Retail;Gobierno;Andalucía;227;120;2
TRX01360;VEND005;2024-08-17;Venta_Directa;Gobierno;Levante;418;146;2
TRX01361;VEND005;2024-04-02;Retail;Particular;Canarias;233;122;4
TRX01362;VEND010;2024-12-16;Venta_Directa;Particular;Andalucía;328;117;5
TRX01363;VEND010;2024-10-31;Online;Particular;Andalucía;255;10;1
TRX01364;VEND010;2024-04-02;Retail;Empresa;Norte;246;10;4
TRX01365;VEND003;2024-02-03;Distribuidor;Gobierno;Canarias;199;101;5
TRX01366;VEND002;2024-05-11;Online;Particular;Canarias;320;34;6
TRX01367;VEND005;2024-07-17;Venta_Directa;Empresa;Norte;381;52;2
TRX01368;VEND010;2024-07-07;Retail;Empresa;Andalucía;508;79;2
TRX01369;VEND001;2024-04-24;Retail;Gobierno;Levante;93;110;4
TRX01370;VEND008;2024-01-19;Distribuidor;Particular;Andalucía;396;95;4
TRX01371;VEND002;2024-08-31;Online;Particular;Andalucía;147;53;4
TRX01372;VEND002;2024-09-23;Retail;Empresa;Canarias;235;68;8
TRX01373;VEND005;2024-01-19;Venta_Directa;Gobierno;Andalucía;249;36;1
TRX01374;VEND003;2024-12-18;Distribuidor;Particular;Canarias;158;48;6
TRX01375;VEND010;2024-05-31;Online;Particular;Canarias;153;10;8
TRX01376;VEND006;2024-07-18;Retail;Particular;Centro;286;142;4
TRX01377;VEND006;2024-07-12;Retail;Particular;Norte;358;57;2
TRX01378;VEND009;2024-01-22;Distribuidor;Empresa;Sur;263;43;2
TRX01379;VEND003;2024-04-29;Online;Particular;Norte;142;61;5
TRX01380;VEND009;2024-05-09;Retail;Particular;Canarias;503;11;8
TRX01381;VEND005;2024-07-15;Online;Empresa;Centro;261;67;5
TRX01382;VEND002;2024-09-05;Distribuidor;Gobierno;Sur;132;39;8
TRX01383;VEND008;2024-02-24;Online;Empresa;Andalucía;300;92;4
TRX01384;VEND004;2024-08-25;Distribuidor;Gobierno;Canarias;50;34;5
TRX01385;VEND006;2024-03-10;Online;Gobierno;Canarias;312;131;5
TRX01386;VEND006;2024-02-02;Venta_Directa;Empresa;Canarias;211;46;1
TRX01387;VEND007;2024-12-05;Retail;Gobierno;Sur;98;99;5
TRX01388;VEND008;2024-01-16;Retail;Particular;Centro;260;92;4
TRX01389;VEND008;2024-03-31;Distribuidor;Empresa;Sur;353;11;4
TRX01390;VEND007;2024-08-14;Retail;Empresa;Levante;228;79;7
TRX01391;VEND003;2024-02-07;Online;Gobierno;Norte;372;134;4
TRX01392;VEND002;2024-05-19;Venta_Directa;Gobierno;Canarias;308;99;2
TRX01393;VEND007;2024-02-19;Venta_Directa;Particular;Andalucía;264;108;4
TRX01394;VEND001;2024-06-15;Distribuidor;Particular;Sur;345;69;3
TRX01395;VEND010;2024-03-19;Venta_Directa;Particular;Sur;401;97;2
TRX01396;VEND006;2024-03-04;Online;Particular;Norte;268;58;5
TRX01397;VEND009;2024-10-30;Retail;Gobierno;Canarias;244;106;3
TRX01398;VEND003;2024-02-09;Distribuidor;Gobierno;Andalucía;275;34;1
TRX01399;VEND004;2024-02-17;Distribuidor;Empresa;Levante;337;54;6
TRX01400;VEND007;2024-01-25;Venta_Directa;Empresa;Centro;228;55;6
TRX01401;VEND010;2024-08-16;Distribuidor;Empresa;Norte;225;80;7
TRX01402;VEND001;2024-01-15;Venta_Directa;Particular;Levante;89;135;5
TRX01403;VEND009;2024-01-05;Distribuidor;Particular;Canarias;316;65;6
TRX01404;VEND007;2024-02-08;Venta_Directa;Particular;Canarias;342;20;8
TRX01405;VEND002;2024-04-29;Retail;Gobierno;Sur;297;84;4
TRX01406;VEND010;2024-05-24;Online;Particular;Canarias;125;110;4
TRX01407;VEND005;2024-10-02;Retail;Particular;Sur;144;80;1
TRX01408;VEND006;2024-11-03;Retail;Gobierno;Sur;238;106;5
TRX01409;VEND002;2024-04-27;Online;Gobierno;Levante;370;31;5
TRX01410;VEND009;2024-11-19;Online;Empresa;Canarias;195;68;4
TRX01411;VEND001;2024-06-10;Retail;Gobierno;Andalucía;277;30;4
TRX01412;VEND004;2024-05-23;Online;Empresa;Norte;165;10;7
TRX01413;VEND001;2024-01-28;Retail;Gobierno;Andalucía;300;139;5
TRX01414;VEND003;2024-12-08;Retail;Empresa;Sur;278;54;2
TRX01415;VEND008;2024-12-24;Venta_Directa;Particular;Norte;417;100;5
TRX01416;VEND007;2024-07-10;Retail;Empresa;Sur;182;120;3
TRX01417;VEND008;2024-10-30;Retail;Gobierno;Sur;274;26;6
TRX01418;VEND001;2024-04-09;Venta_Directa;Gobierno;Norte;412;80;5
TRX01419;VEND010;2024-09-10;Online;Gobierno;Norte;50;26;4
TRX01420;VEND003;2024-03-12;Venta_Directa;Empresa;Sur;385;10;5
TRX01421;VEND010;2024-03-24;Retail;Gobierno;Norte;501;67;4
TRX01422;VEND004;2024-10-19;Distribuidor;Empresa;Sur;160;95;4
TRX01423;VEND009;2024-05-11;Online;Gobierno;Sur;135;99;4
